Von_Kanton;Von_Gemeinde;Nach_Kanton;Nach_Gemeinde;Pendler
SZ;Arth;NW;Stans;13
SZ;Arth;NW;Andere Gemeinden;9
SZ;Arth;ZG;Baar;254
SZ;Arth;ZG;Cham;129
SZ;Arth;ZG;Hünenberg;105
SZ;Arth;ZG;Menzingen;6
SZ;Arth;ZG;Neuheim;13
SZ;Arth;ZG;Oberägeri;16
SZ;Arth;ZG;Risch;183
SZ;Arth;ZG;Steinhausen;91
SZ;Arth;ZG;Unterägeri;22
SZ;Arth;ZG;Walchwil;104
SZ;Arth;ZG;Zug;664
SZ;Arth;FR;Granges-Paccot;6
SZ;Arth;SO;Andere Gemeinden;7
SZ;Arth;BS;Basel;6
SZ;Arth;BL;Andere Gemeinden;7
SZ;Arth;SG;Rapperswil-Jona;9
SZ;Arth;SG;Andere Gemeinden;14
SZ;Arth;AG;Baden;8
SZ;Arth;AG;Muri (AG);8
SZ;Arth;AG;Sins;10
SZ;Arth;AG;Andere Gemeinden;36
SZ;Arth;TG;Andere Gemeinden;6
SZ;Arth;ZZ;Andere Gemeinden;14
SZ;Illgau;LU;Luzern;5
SZ;Illgau;LU;Andere Gemeinden;8
SZ;Illgau;SZ;Küssnacht (SZ);5
SZ;Illgau;SZ;Arth;11
SZ;Illgau;SZ;Illgau;127
SZ;Illgau;SZ;Ingenbohl;12
SZ;Illgau;SZ;Morschach;7
SZ;Illgau;SZ;Muotathal;47
SZ;Illgau;SZ;Schwyz;138
SZ;Illgau;SZ;Steinen;6
SZ;Illgau;SZ;Andere Gemeinden;12
SZ;Illgau;ZG;Baar;6
SZ;Illgau;ZG;Zug;6
SZ;Illgau;ZG;Andere Gemeinden;16
SZ;Illgau;ZZ;Andere Gemeinden;17
SZ;Ingenbohl;ZH;Kloten;12
SZ;Ingenbohl;ZH;Adliswil;7
SZ;Ingenbohl;ZH;Richterswil;6
SZ;Ingenbohl;ZH;Dietikon;5
SZ;Ingenbohl;ZH;Schlieren;11
SZ;Ingenbohl;ZH;Urdorf;5
SZ;Ingenbohl;ZH;Zürich;121
SZ;Ingenbohl;ZH;Andere Gemeinden;50
SZ;Ingenbohl;BE;Bern;24
SZ;Ingenbohl;BE;Andere Gemeinden;8
SZ;Ingenbohl;LU;Emmen;19
SZ;Ingenbohl;LU;Rothenburg;6
SZ;Ingenbohl;LU;Buchrain;5
SZ;Ingenbohl;LU;Ebikon;11
SZ;Ingenbohl;LU;Horw;5
SZ;Ingenbohl;LU;Kriens;19
SZ;Ingenbohl;LU;Luzern;104
SZ;Ingenbohl;LU;Meierskappel;6
SZ;Ingenbohl;LU;Root;11
SZ;Ingenbohl;LU;Vitznau;21
SZ;Ingenbohl;LU;Weggis;30
SZ;Ingenbohl;LU;Sursee;6
SZ;Ingenbohl;LU;Andere Gemeinden;25
SZ;Ingenbohl;UR;Altdorf (UR);59
SZ;Ingenbohl;UR;Bürglen (UR);8
SZ;Ingenbohl;UR;Erstfeld;6
SZ;Ingenbohl;UR;Flüelen;8
SZ;Ingenbohl;UR;Schattdorf;18
SZ;Ingenbohl;UR;Andere Gemeinden;7
SZ;Ingenbohl;SZ;Einsiedeln;21
SZ;Ingenbohl;SZ;Gersau;30
SZ;Ingenbohl;SZ;Feusisberg;9
SZ;Ingenbohl;SZ;Freienbach;10
SZ;Ingenbohl;SZ;Wollerau;7
SZ;Ingenbohl;SZ;Küssnacht (SZ);100
SZ;Ingenbohl;SZ;Arth;139
SZ;Ingenbohl;SZ;Ingenbohl;1534
SZ;Ingenbohl;SZ;Lauerz;5
SZ;Ingenbohl;SZ;Morschach;75
SZ;Ingenbohl;SZ;Muotathal;23
SZ;Ingenbohl;SZ;Rothenthurm;11
SZ;Ingenbohl;SZ;Sattel;15
SZ;Ingenbohl;SZ;Schwyz;1082
SZ;Ingenbohl;SZ;Steinen;54
SZ;Ingenbohl;SZ;Steinerberg;8
SZ;Ingenbohl;SZ;Andere Gemeinden;13
SZ;Ingenbohl;OW;Andere Gemeinden;7
SZ;Ingenbohl;NW;Stans;12
SZ;Ingenbohl;NW;Andere Gemeinden;10
SZ;Ingenbohl;ZG;Baar;80
SZ;Ingenbohl;ZG;Cham;36
SZ;Ingenbohl;ZG;Hünenberg;26
SZ;Ingenbohl;ZG;Oberägeri;10
SZ;Ingenbohl;ZG;Risch;75
SZ;Ingenbohl;ZG;Steinhausen;38
SZ;Ingenbohl;ZG;Unterägeri;22
SZ;Ingenbohl;ZG;Walchwil;5
SZ;Ingenbohl;ZG;Zug;190
SZ;Ingenbohl;FR;Granges-Paccot;9
SZ;Ingenbohl;SO;Andere Gemeinden;9
SZ;Ingenbohl;BS;Basel;6
SZ;Ingenbohl;BL;Andere Gemeinden;6
SZ;Ingenbohl;SG;St. Gallen;8
SZ;Ingenbohl;SG;Rapperswil-Jona;5
SZ;Ingenbohl;AG;Muri (AG);7
SZ;Ingenbohl;AG;Sins;8
SZ;Ingenbohl;AG;Andere Gemeinden;28
SZ;Ingenbohl;ZZ;Andere Gemeinden;14
SZ;Lauerz;ZH;Urdorf;5
SZ;Lauerz;ZH;Zürich;16
SZ;Lauerz;ZH;Andere Gemeinden;10
SZ;Lauerz;BE;Andere Gemeinden;5
SZ;Lauerz;LU;Luzern;13
SZ;Lauerz;LU;Meierskappel;5
SZ;Lauerz;LU;Andere Gemeinden;23
SZ;Lauerz;UR;Altdorf (UR);7
SZ;Lauerz;SZ;Einsiedeln;5
SZ;Lauerz;SZ;Küssnacht (SZ);32
SZ;Lauerz;SZ;Arth;32
SZ;Lauerz;SZ;Ingenbohl;17
SZ;Lauerz;SZ;Lauerz;96
SZ;Lauerz;SZ;Morschach;5
SZ;Lauerz;SZ;Schwyz;175
SZ;Lauerz;SZ;Steinen;17
SZ;Lauerz;SZ;Andere Gemeinden;13
SZ;Lauerz;ZG;Baar;20
SZ;Lauerz;ZG;Cham;12
SZ;Lauerz;ZG;Risch;15
SZ;Lauerz;ZG;Steinhausen;10
SZ;Lauerz;ZG;Zug;44
SZ;Lauerz;ZG;Andere Gemeinden;10
SZ;Lauerz;AG;Andere Gemeinden;9
SZ;Lauerz;ZZ;Andere Gemeinden;7
SZ;Morschach;ZH;Zürich;15
SZ;Morschach;ZH;Andere Gemeinden;11
SZ;Morschach;LU;Luzern;16
SZ;Morschach;LU;Andere Gemeinden;12
SZ;Morschach;UR;Altdorf (UR);16
SZ;Morschach;UR;Schattdorf;6
SZ;Morschach;SZ;Freienbach;5
SZ;Morschach;SZ;Küssnacht (SZ);27
SZ;Morschach;SZ;Arth;12
SZ;Morschach;SZ;Ingenbohl;50
SZ;Morschach;SZ;Morschach;192
SZ;Morschach;SZ;Schwyz;151
SZ;Morschach;SZ;Andere Gemeinden;23
SZ;Morschach;OW;Andere Gemeinden;5
SZ;Morschach;ZG;Cham;5
SZ;Morschach;ZG;Hünenberg;9
SZ;Morschach;ZG;Risch;5
SZ;Morschach;ZG;Unterägeri;5
SZ;Morschach;ZG;Zug;24
SZ;Morschach;ZG;Andere Gemeinden;7
SZ;Morschach;AG;Andere Gemeinden;6
SZ;Morschach;ZZ;Andere Gemeinden;17
SZ;Muotathal;ZH;Urdorf;5
SZ;Muotathal;ZH;Zürich;8
SZ;Muotathal;ZH;Andere Gemeinden;13
SZ;Muotathal;BE;Bern;6
SZ;Muotathal;LU;Emmen;6
SZ;Muotathal;LU;Luzern;7
SZ;Muotathal;LU;Andere Gemeinden;23
SZ;Muotathal;UR;Altdorf (UR);10
SZ;Muotathal;UR;Andere Gemeinden;10
SZ;Muotathal;SZ;Einsiedeln;15
SZ;Muotathal;SZ;Küssnacht (SZ);21
SZ;Muotathal;SZ;Arth;39
SZ;Muotathal;SZ;Illgau;9
SZ;Muotathal;SZ;Ingenbohl;70
SZ;Muotathal;SZ;Morschach;32
SZ;Muotathal;SZ;Muotathal;896
SZ;Muotathal;SZ;Rothenthurm;10
SZ;Muotathal;SZ;Schwyz;529
SZ;Muotathal;SZ;Steinen;16
SZ;Muotathal;SZ;Andere Gemeinden;22
SZ;Muotathal;ZG;Baar;10
SZ;Muotathal;ZG;Cham;6
SZ;Muotathal;ZG;Unterägeri;11
SZ;Muotathal;ZG;Zug;23
SZ;Muotathal;ZG;Andere Gemeinden;10
SZ;Muotathal;FR;Granges-Paccot;8
SZ;Muotathal;AG;Andere Gemeinden;5
SZ;Muotathal;ZZ;Andere Gemeinden;11
SZ;Oberiberg;ZH;Wädenswil;8
SZ;Oberiberg;ZH;Zürich;31
SZ;Oberiberg;ZH;Andere Gemeinden;26
SZ;Oberiberg;LU;Luzern;8
SZ;Oberiberg;SZ;Einsiedeln;61
SZ;Oberiberg;SZ;Feusisberg;9
SZ;Oberiberg;SZ;Freienbach;10
SZ;Oberiberg;SZ;Oberiberg;174
SZ;Oberiberg;SZ;Schwyz;22
SZ;Oberiberg;SZ;Unteriberg;26
SZ;Oberiberg;SZ;Andere Gemeinden;17
SZ;Oberiberg;ZG;Zug;10
SZ;Oberiberg;ZG;Andere Gemeinden;6
SZ;Oberiberg;SG;Andere Gemeinden;7
SZ;Oberiberg;ZZ;Andere Gemeinden;16
SZ;Riemenstalden;SZ;Riemenstalden;22
SZ;Riemenstalden;SZ;Andere Gemeinden;8
SZ;Riemenstalden;ZZ;Andere Gemeinden;3
SZ;Rothenthurm;ZH;Adliswil;5
SZ;Rothenthurm;ZH;Horgen;8
SZ;Rothenthurm;ZH;Richterswil;30
SZ;Rothenthurm;ZH;Rüschlikon;5
SZ;Rothenthurm;ZH;Wädenswil;12
SZ;Rothenthurm;ZH;Zürich;55
SZ;Rothenthurm;ZH;Andere Gemeinden;37
SZ;Rothenthurm;LU;Emmen;7
SZ;Rothenthurm;LU;Luzern;14
SZ;Rothenthurm;LU;Andere Gemeinden;15
SZ;Rothenthurm;UR;Andere Gemeinden;6
SZ;Rothenthurm;SZ;Einsiedeln;103
SZ;Rothenthurm;SZ;Feusisberg;22
SZ;Rothenthurm;SZ;Freienbach;37
SZ;Rothenthurm;SZ;Wollerau;15
SZ;Rothenthurm;SZ;Küssnacht (SZ);26
SZ;Rothenthurm;SZ;Altendorf;8
SZ;Rothenthurm;SZ;Galgenen;5
SZ;Rothenthurm;SZ;Lachen;9
SZ;Rothenthurm;SZ;Arth;39
SZ;Rothenthurm;SZ;Ingenbohl;21
SZ;Rothenthurm;SZ;Morschach;6
SZ;Rothenthurm;SZ;Rothenthurm;383
SZ;Rothenthurm;SZ;Sattel;17
SZ;Rothenthurm;SZ;Schwyz;171
SZ;Rothenthurm;SZ;Steinen;11
SZ;Rothenthurm;SZ;Steinerberg;7
SZ;Rothenthurm;SZ;Andere Gemeinden;19
SZ;Rothenthurm;ZG;Baar;15
SZ;Rothenthurm;ZG;Cham;12
SZ;Rothenthurm;ZG;Hünenberg;5
SZ;Rothenthurm;ZG;Oberägeri;25
SZ;Rothenthurm;ZG;Risch;9
SZ;Rothenthurm;ZG;Steinhausen;5
SZ;Rothenthurm;ZG;Unterägeri;23
SZ;Rothenthurm;ZG;Zug;40
SZ;Rothenthurm;ZG;Andere Gemeinden;10
SZ;Rothenthurm;SG;Rapperswil-Jona;13
SZ;Rothenthurm;SG;Andere Gemeinden;5
SZ;Rothenthurm;AG;Andere Gemeinden;6
SZ;Rothenthurm;ZZ;Andere Gemeinden;15
SZ;Sattel;ZH;Richterswil;8
SZ;Sattel;ZH;Zürich;31
SZ;Sattel;ZH;Andere Gemeinden;35
SZ;Sattel;BE;Andere Gemeinden;10
SZ;Sattel;LU;Luzern;13
SZ;Sattel;LU;Andere Gemeinden;21
SZ;Sattel;UR;Andere Gemeinden;5
SZ;Sattel;SZ;Einsiedeln;21
SZ;Sattel;SZ;Feusisberg;7
SZ;Sattel;SZ;Freienbach;17
SZ;Sattel;SZ;Wollerau;6
SZ;Sattel;SZ;Küssnacht (SZ);19
SZ;Sattel;SZ;Lachen;6
SZ;Sattel;SZ;Arth;30
SZ;Sattel;SZ;Ingenbohl;14
SZ;Sattel;SZ;Muotathal;5
SZ;Sattel;SZ;Rothenthurm;29
SZ;Sattel;SZ;Sattel;237
SZ;Sattel;SZ;Schwyz;159
SZ;Sattel;SZ;Steinen;14
SZ;Sattel;SZ;Steinerberg;12
SZ;Sattel;SZ;Andere Gemeinden;19
SZ;Sattel;ZG;Baar;60
SZ;Sattel;ZG;Cham;10
SZ;Sattel;ZG;Hünenberg;6
SZ;Sattel;ZG;Menzingen;6
SZ;Sattel;ZG;Oberägeri;33
SZ;Sattel;ZG;Risch;17
SZ;Sattel;ZG;Steinhausen;7
SZ;Sattel;ZG;Unterägeri;46
SZ;Sattel;ZG;Walchwil;8
SZ;Sattel;ZG;Zug;77
SZ;Sattel;SG;Andere Gemeinden;8
SZ;Sattel;AG;Andere Gemeinden;10
SZ;Sattel;ZZ;Andere Gemeinden;18
SZ;Schwyz;ZH;Affoltern am Albis;9
SZ;Schwyz;ZH;Kloten;17
SZ;Schwyz;ZH;Wallisellen;5
SZ;Schwyz;ZH;Hinwil;5
SZ;Schwyz;ZH;Adliswil;6
SZ;Schwyz;ZH;Horgen;8
SZ;Schwyz;ZH;Richterswil;14
SZ;Schwyz;ZH;Wädenswil;5
SZ;Schwyz;ZH;Winterthur;7
SZ;Schwyz;ZH;Birmensdorf (ZH);5
SZ;Schwyz;ZH;Dietikon;9
SZ;Schwyz;ZH;Schlieren;6
SZ;Schwyz;ZH;Zürich;175
SZ;Schwyz;ZH;Andere Gemeinden;47
SZ;Schwyz;BE;Bern;16
SZ;Schwyz;BE;Andere Gemeinden;16
SZ;Schwyz;LU;Emmen;44
SZ;Schwyz;LU;Eschenbach (LU);5
SZ;Schwyz;LU;Rothenburg;6
SZ;Schwyz;LU;Buchrain;6
SZ;Schwyz;LU;Ebikon;7
SZ;Schwyz;LU;Kriens;21
SZ;Schwyz;LU;Luzern;192
SZ;Schwyz;LU;Meierskappel;5
SZ;Schwyz;LU;Root;13
SZ;Schwyz;LU;Vitznau;7
SZ;Schwyz;LU;Weggis;29
SZ;Schwyz;LU;Sursee;6
SZ;Schwyz;LU;Andere Gemeinden;43
SZ;Schwyz;UR;Altdorf (UR);55
SZ;Schwyz;UR;Bürglen (UR);5
SZ;Schwyz;UR;Erstfeld;6
SZ;Schwyz;UR;Flüelen;9
SZ;Schwyz;UR;Schattdorf;24
SZ;Schwyz;UR;Andere Gemeinden;16
SZ;Schwyz;SZ;Einsiedeln;44
SZ;Schwyz;SZ;Gersau;36
SZ;Schwyz;SZ;Feusisberg;13
SZ;Schwyz;SZ;Freienbach;34
SZ;Schwyz;SZ;Wollerau;13
SZ;Schwyz;SZ;Küssnacht (SZ);190
SZ;Schwyz;SZ;Lachen;8
SZ;Schwyz;SZ;Alpthal;12
SZ;Schwyz;SZ;Arth;229
SZ;Schwyz;SZ;Illgau;13
SZ;Schwyz;SZ;Ingenbohl;416
SZ;Schwyz;SZ;Lauerz;17
SZ;Schwyz;SZ;Morschach;89
SZ;Schwyz;SZ;Muotathal;95
SZ;Schwyz;SZ;Rothenthurm;43
SZ;Schwyz;SZ;Sattel;18
SZ;Schwyz;SZ;Schwyz;4758
SZ;Schwyz;SZ;Steinen;143
SZ;Schwyz;SZ;Steinerberg;18
SZ;Schwyz;SZ;Unteriberg;5
SZ;Schwyz;SZ;Andere Gemeinden;16
SZ;Schwyz;OW;Andere Gemeinden;9
SZ;Schwyz;NW;Stans;8
SZ;Schwyz;NW;Andere Gemeinden;5
SZ;Schwyz;ZG;Baar;109
SZ;Schwyz;ZG;Cham;69
SZ;Schwyz;ZG;Hünenberg;45
SZ;Schwyz;ZG;Menzingen;5
SZ;Schwyz;ZG;Neuheim;5
SZ;Schwyz;ZG;Oberägeri;25
SZ;Schwyz;ZG;Risch;86
SZ;Schwyz;ZG;Steinhausen;57
SZ;Schwyz;ZG;Unterägeri;43
SZ;Schwyz;ZG;Walchwil;13
SZ;Schwyz;ZG;Zug;241
SZ;Schwyz;FR;Granges-Paccot;19
SZ;Schwyz;SO;Andere Gemeinden;5
SZ;Schwyz;BS;Basel;12
SZ;Schwyz;BL;Andere Gemeinden;8
SZ;Schwyz;SG;Thal;8
SZ;Schwyz;SG;Rapperswil-Jona;10
SZ;Schwyz;SG;Andere Gemeinden;12
SZ;Schwyz;AG;Baden;6
SZ;Schwyz;AG;Dietwil;5
SZ;Schwyz;AG;Muri (AG);9
SZ;Schwyz;AG;Sins;9
SZ;Schwyz;AG;Andere Gemeinden;22
SZ;Schwyz;ZZ;Andere Gemeinden;16
SZ;Steinen;ZH;Zürich;28
SZ;Steinen;ZH;Andere Gemeinden;27
SZ;Steinen;BE;Bern;10
SZ;Steinen;BE;Andere Gemeinden;6
SZ;Steinen;LU;Emmen;12
SZ;Steinen;LU;Kriens;5
SZ;Steinen;LU;Luzern;52
SZ;Steinen;LU;Andere Gemeinden;37
SZ;Steinen;UR;Altdorf (UR);9
SZ;Steinen;UR;Andere Gemeinden;6
SZ;Steinen;SZ;Einsiedeln;19
SZ;Steinen;SZ;Gersau;7
SZ;Steinen;SZ;Freienbach;5
SZ;Steinen;SZ;Küssnacht (SZ);60
SZ;Steinen;SZ;Arth;118
SZ;Steinen;SZ;Ingenbohl;79
SZ;Steinen;SZ;Lauerz;11
SZ;Steinen;SZ;Morschach;16
SZ;Steinen;SZ;Muotathal;9
SZ;Steinen;SZ;Rothenthurm;13
SZ;Steinen;SZ;Sattel;16
SZ;Steinen;SZ;Schwyz;497
SZ;Steinen;SZ;Steinen;424
SZ;Steinen;SZ;Steinerberg;21
SZ;Steinen;SZ;Andere Gemeinden;12
SZ;Steinen;NW;Andere Gemeinden;6
SZ;Steinen;ZG;Baar;41
SZ;Steinen;ZG;Cham;22
SZ;Steinen;ZG;Hünenberg;10
SZ;Steinen;ZG;Oberägeri;10
SZ;Steinen;ZG;Risch;28
SZ;Steinen;ZG;Steinhausen;12
SZ;Steinen;ZG;Unterägeri;16
SZ;Steinen;ZG;Walchwil;11
SZ;Steinen;ZG;Zug;105
SZ;Steinen;FR;Granges-Paccot;10
SZ;Steinen;SG;Andere Gemeinden;6
SZ;Steinen;AG;Andere Gemeinden;7
SZ;Steinen;ZZ;Andere Gemeinden;18
SZ;Steinerberg;ZH;Zürich;7
SZ;Steinerberg;ZH;Andere Gemeinden;13
SZ;Steinerberg;LU;Luzern;19
SZ;Steinerberg;LU;Andere Gemeinden;12
SZ;Steinerberg;UR;Andere Gemeinden;7
SZ;Steinerberg;SZ;Küssnacht (SZ);15
SZ;Steinerberg;SZ;Arth;41
SZ;Steinerberg;SZ;Ingenbohl;13
SZ;Steinerberg;SZ;Rothenthurm;7
SZ;Steinerberg;SZ;Sattel;5
SZ;Steinerberg;SZ;Schwyz;87
SZ;Steinerberg;SZ;Steinen;19
SZ;Steinerberg;SZ;Steinerberg;118
SZ;Steinerberg;SZ;Andere Gemeinden;18
SZ;Steinerberg;ZG;Baar;12
SZ;Steinerberg;ZG;Oberägeri;7
SZ;Steinerberg;ZG;Risch;11
SZ;Steinerberg;ZG;Unterägeri;8
SZ;Steinerberg;ZG;Zug;36
SZ;Steinerberg;ZG;Andere Gemeinden;9
SZ;Steinerberg;AG;Andere Gemeinden;5
SZ;Steinerberg;ZZ;Andere Gemeinden;9
SZ;Unteriberg;ZH;Horgen;10
SZ;Unteriberg;ZH;Richterswil;15
SZ;Unteriberg;ZH;Rüschlikon;8
SZ;Unteriberg;ZH;Thalwil;5
SZ;Unteriberg;ZH;Wädenswil;20
SZ;Unteriberg;ZH;Zürich;54
SZ;Unteriberg;ZH;Andere Gemeinden;45
SZ;Unteriberg;LU;Andere Gemeinden;6
SZ;Unteriberg;SZ;Einsiedeln;299
SZ;Unteriberg;SZ;Feusisberg;40
SZ;Unteriberg;SZ;Freienbach;38
SZ;Unteriberg;SZ;Wollerau;15
SZ;Unteriberg;SZ;Küssnacht (SZ);6
SZ;Unteriberg;SZ;Altendorf;13
SZ;Unteriberg;SZ;Lachen;17
SZ;Unteriberg;SZ;Arth;5
SZ;Unteriberg;SZ;Oberiberg;48
SZ;Unteriberg;SZ;Rothenthurm;5
SZ;Unteriberg;SZ;Schwyz;55
SZ;Unteriberg;SZ;Unteriberg;470
SZ;Unteriberg;SZ;Andere Gemeinden;28
SZ;Unteriberg;ZG;Zug;7
SZ;Unteriberg;ZG;Andere Gemeinden;11
SZ;Unteriberg;SG;Rapperswil-Jona;5
SZ;Unteriberg;SG;Andere Gemeinden;9
SZ;Unteriberg;ZZ;Andere Gemeinden;19
OW;Alpnach;ZH;Dietikon;10
OW;Alpnach;ZH;Schlieren;5
OW;Alpnach;ZH;Zürich;23
OW;Alpnach;ZH;Andere Gemeinden;30
OW;Alpnach;BE;Bern;7
OW;Alpnach;BE;Andere Gemeinden;13
OW;Alpnach;LU;Emmen;60
OW;Alpnach;LU;Hochdorf;7
OW;Alpnach;LU;Rothenburg;23
OW;Alpnach;LU;Adligenswil;6
OW;Alpnach;LU;Buchrain;5
OW;Alpnach;LU;Ebikon;27
OW;Alpnach;LU;Horw;73
OW;Alpnach;LU;Kriens;120
OW;Alpnach;LU;Luzern;478
OW;Alpnach;LU;Malters;13
OW;Alpnach;LU;Meggen;5
OW;Alpnach;LU;Sursee;9
OW;Alpnach;LU;Andere Gemeinden;53
OW;Alpnach;UR;Altdorf (UR);9
OW;Alpnach;UR;Andere Gemeinden;7
OW;Alpnach;SZ;Küssnacht (SZ);8
OW;Alpnach;SZ;Schwyz;5
OW;Alpnach;SZ;Andere Gemeinden;8
OW;Alpnach;OW;Alpnach;942
OW;Alpnach;OW;Engelberg;14
OW;Alpnach;OW;Giswil;36
OW;Alpnach;OW;Kerns;94
OW;Alpnach;OW;Lungern;33
OW;Alpnach;OW;Sachseln;174
OW;Alpnach;OW;Sarnen;554
OW;Alpnach;NW;Beckenried;11
OW;Alpnach;NW;Buochs;12
OW;Alpnach;NW;Dallenwil;5
OW;Alpnach;NW;Ennetbürgen;16
OW;Alpnach;NW;Ennetmoos;6
OW;Alpnach;NW;Hergiswil (NW);49
OW;Alpnach;NW;Oberdorf (NW);19
OW;Alpnach;NW;Stans;163
OW;Alpnach;NW;Stansstad;38
OW;Alpnach;NW;Wolfenschiessen;9
OW;Alpnach;ZG;Baar;15
OW;Alpnach;ZG;Cham;12
OW;Alpnach;ZG;Hünenberg;9
OW;Alpnach;ZG;Risch;17
OW;Alpnach;ZG;Steinhausen;8
OW;Alpnach;ZG;Zug;23
OW;Alpnach;ZG;Andere Gemeinden;6
OW;Alpnach;SO;Andere Gemeinden;6
OW;Alpnach;SG;Andere Gemeinden;8
OW;Alpnach;AG;Andere Gemeinden;33
OW;Alpnach;ZZ;Andere Gemeinden;21
OW;Engelberg;ZH;Wettswil am Albis;12
OW;Engelberg;ZH;Kloten;5
OW;Engelberg;ZH;Zürich;44
OW;Engelberg;ZH;Andere Gemeinden;21
OW;Engelberg;BE;Bern;6
OW;Engelberg;BE;Andere Gemeinden;11
OW;Engelberg;LU;Emmen;17
OW;Engelberg;LU;Rothenburg;6
OW;Engelberg;LU;Horw;22
OW;Engelberg;LU;Kriens;21
OW;Engelberg;LU;Luzern;105
OW;Engelberg;LU;Andere Gemeinden;24
OW;Engelberg;UR;Andermatt;9
OW;Engelberg;SZ;Küssnacht (SZ);8
OW;Engelberg;SZ;Andere Gemeinden;10
OW;Engelberg;OW;Alpnach;8
OW;Engelberg;OW;Engelberg;1481
OW;Engelberg;OW;Kerns;10
OW;Engelberg;OW;Sarnen;40
OW;Engelberg;OW;Andere Gemeinden;10
OW;Engelberg;NW;Buochs;13
OW;Engelberg;NW;Dallenwil;10
OW;Engelberg;NW;Ennetbürgen;6
OW;Engelberg;NW;Ennetmoos;7
OW;Engelberg;NW;Hergiswil (NW);12
OW;Engelberg;NW;Oberdorf (NW);28
OW;Engelberg;NW;Stans;106
OW;Engelberg;NW;Stansstad;10
OW;Engelberg;NW;Wolfenschiessen;37
OW;Engelberg;ZG;Baar;10
OW;Engelberg;ZG;Zug;18
OW;Engelberg;ZG;Andere Gemeinden;12
OW;Engelberg;BS;Basel;10
OW;Engelberg;BL;Andere Gemeinden;11
OW;Engelberg;AG;Andere Gemeinden;15
OW;Engelberg;ZZ;Andere Gemeinden;18
OW;Giswil;ZH;Zürich;15
OW;Giswil;ZH;Andere Gemeinden;13
OW;Giswil;BE;Bern;9
OW;Giswil;BE;Interlaken;10
OW;Giswil;BE;Hasliberg;6
OW;Giswil;BE;Meiringen;14
OW;Giswil;BE;Andere Gemeinden;15
OW;Giswil;LU;Emmen;36
OW;Giswil;LU;Rothenburg;10
OW;Giswil;LU;Ebikon;6
OW;Giswil;LU;Horw;23
OW;Giswil;LU;Kriens;29
OW;Giswil;LU;Luzern;133
OW;Giswil;LU;Andere Gemeinden;27
OW;Giswil;UR;Altdorf (UR);14
OW;Giswil;SZ;Küssnacht (SZ);7
OW;Giswil;SZ;Andere Gemeinden;9
OW;Giswil;OW;Alpnach;81
OW;Giswil;OW;Giswil;604
OW;Giswil;OW;Kerns;50
OW;Giswil;OW;Lungern;106
OW;Giswil;OW;Sachseln;225
OW;Giswil;OW;Sarnen;292
OW;Giswil;NW;Buochs;5
OW;Giswil;NW;Ennetbürgen;5
OW;Giswil;NW;Ennetmoos;8
OW;Giswil;NW;Hergiswil (NW);23
OW;Giswil;NW;Oberdorf (NW);6
OW;Giswil;NW;Stans;66
OW;Giswil;NW;Stansstad;14
OW;Giswil;NW;Andere Gemeinden;7
OW;Giswil;ZG;Baar;6
OW;Giswil;ZG;Cham;5
OW;Giswil;ZG;Zug;9
OW;Giswil;ZG;Andere Gemeinden;10
OW;Giswil;AG;Andere Gemeinden;8
OW;Giswil;ZZ;Andere Gemeinden;9
OW;Kerns;ZH;Kloten;5
OW;Kerns;ZH;Dietikon;5
OW;Kerns;ZH;Zürich;13
OW;Kerns;ZH;Andere Gemeinden;18
OW;Kerns;BE;Bern;12
OW;Kerns;BE;Hasliberg;5
OW;Kerns;BE;Meiringen;5
OW;Kerns;BE;Andere Gemeinden;9
OW;Kerns;LU;Emmen;49
OW;Kerns;LU;Inwil;5
OW;Kerns;LU;Rothenburg;17
OW;Kerns;LU;Adligenswil;5
OW;Kerns;LU;Ebikon;12
OW;Kerns;LU;Horw;44
OW;Kerns;LU;Kriens;59
OW;Kerns;LU;Luzern;229
OW;Kerns;LU;Malters;7
OW;Kerns;LU;Root;5
OW;Kerns;LU;Andere Gemeinden;49
OW;Kerns;UR;Altdorf (UR);16
OW;Kerns;UR;Andere Gemeinden;7
OW;Kerns;SZ;Küssnacht (SZ);6
OW;Kerns;SZ;Andere Gemeinden;7
OW;Kerns;OW;Alpnach;153
OW;Kerns;OW;Engelberg;10
OW;Kerns;OW;Giswil;56
OW;Kerns;OW;Kerns;989
OW;Kerns;OW;Lungern;41
OW;Kerns;OW;Sachseln;210
OW;Kerns;OW;Sarnen;853
OW;Kerns;NW;Beckenried;10
OW;Kerns;NW;Buochs;16
OW;Kerns;NW;Dallenwil;9
OW;Kerns;NW;Ennetbürgen;12
OW;Kerns;NW;Ennetmoos;22
OW;Kerns;NW;Hergiswil (NW);34
OW;Kerns;NW;Oberdorf (NW);11
OW;Kerns;NW;Stans;161
OW;Kerns;NW;Stansstad;29
OW;Kerns;NW;Wolfenschiessen;9
OW;Kerns;ZG;Baar;7
OW;Kerns;ZG;Cham;11
OW;Kerns;ZG;Hünenberg;6
OW;Kerns;ZG;Risch;11
OW;Kerns;ZG;Zug;11
OW;Kerns;ZG;Andere Gemeinden;5
OW;Kerns;AG;Aarau;5
OW;Kerns;AG;Andere Gemeinden;16
OW;Kerns;ZZ;Andere Gemeinden;12
OW;Lungern;ZH;Zürich;11
OW;Lungern;ZH;Andere Gemeinden;9
OW;Lungern;BE;Bern;7
