Von_Kanton;Von_Gemeinde;Nach_Kanton;Nach_Gemeinde;Pendler
SZ;Küssnacht (SZ);ZG;Cham;148
SZ;Küssnacht (SZ);ZG;Hünenberg;99
SZ;Küssnacht (SZ);ZG;Risch;269
SZ;Küssnacht (SZ);ZG;Steinhausen;83
SZ;Küssnacht (SZ);ZG;Unterägeri;11
SZ;Küssnacht (SZ);ZG;Walchwil;15
SZ;Küssnacht (SZ);ZG;Zug;349
SZ;Küssnacht (SZ);ZG;Andere Gemeinden;10
SZ;Küssnacht (SZ);FR;Andere Gemeinden;9
SZ;Küssnacht (SZ);SO;Andere Gemeinden;7
SZ;Küssnacht (SZ);BS;Basel;5
SZ;Küssnacht (SZ);BL;Muttenz;6
SZ;Küssnacht (SZ);BL;Andere Gemeinden;8
SZ;Küssnacht (SZ);SG;Andere Gemeinden;14
SZ;Küssnacht (SZ);GR;Andere Gemeinden;9
SZ;Küssnacht (SZ);AG;Aarau;7
SZ;Küssnacht (SZ);AG;Baden;9
SZ;Küssnacht (SZ);AG;Dietwil;13
SZ;Küssnacht (SZ);AG;Muri (AG);17
SZ;Küssnacht (SZ);AG;Sins;10
SZ;Küssnacht (SZ);AG;Zofingen;5
SZ;Küssnacht (SZ);AG;Andere Gemeinden;40
SZ;Küssnacht (SZ);TG;Andere Gemeinden;8
SZ;Küssnacht (SZ);TI;Lugano;8
SZ;Küssnacht (SZ);TI;Andere Gemeinden;9
SZ;Küssnacht (SZ);ZZ;Andere Gemeinden;10
SZ;Altendorf;ZH;Kloten;16
SZ;Altendorf;ZH;Opfikon;7
SZ;Altendorf;ZH;Wallisellen;18
SZ;Altendorf;ZH;Regensdorf;6
SZ;Altendorf;ZH;Bubikon;7
SZ;Altendorf;ZH;Hinwil;15
SZ;Altendorf;ZH;Rüti (ZH);9
SZ;Altendorf;ZH;Wetzikon (ZH);12
SZ;Altendorf;ZH;Adliswil;24
SZ;Altendorf;ZH;Horgen;60
SZ;Altendorf;ZH;Kilchberg (ZH);5
SZ;Altendorf;ZH;Richterswil;44
SZ;Altendorf;ZH;Rüschlikon;9
SZ;Altendorf;ZH;Thalwil;24
SZ;Altendorf;ZH;Wädenswil;84
SZ;Altendorf;ZH;Hombrechtikon;5
SZ;Altendorf;ZH;Männedorf;8
SZ;Altendorf;ZH;Meilen;8
SZ;Altendorf;ZH;Oetwil am See;8
SZ;Altendorf;ZH;Stäfa;14
SZ;Altendorf;ZH;Dübendorf;11
SZ;Altendorf;ZH;Egg;6
SZ;Altendorf;ZH;Uster;13
SZ;Altendorf;ZH;Volketswil;5
SZ;Altendorf;ZH;Wangen-Brüttisellen;5
SZ;Altendorf;ZH;Winterthur;8
SZ;Altendorf;ZH;Dietikon;7
SZ;Altendorf;ZH;Schlieren;12
SZ;Altendorf;ZH;Urdorf;6
SZ;Altendorf;ZH;Zürich;640
SZ;Altendorf;ZH;Andere Gemeinden;61
SZ;Altendorf;BE;Andere Gemeinden;7
SZ;Altendorf;LU;Luzern;13
SZ;Altendorf;LU;Andere Gemeinden;9
SZ;Altendorf;SZ;Einsiedeln;40
SZ;Altendorf;SZ;Feusisberg;59
SZ;Altendorf;SZ;Freienbach;551
SZ;Altendorf;SZ;Wollerau;64
SZ;Altendorf;SZ;Altendorf;849
SZ;Altendorf;SZ;Galgenen;30
SZ;Altendorf;SZ;Lachen;298
SZ;Altendorf;SZ;Reichenburg;21
SZ;Altendorf;SZ;Schübelbach;49
SZ;Altendorf;SZ;Tuggen;21
SZ;Altendorf;SZ;Vorderthal;5
SZ;Altendorf;SZ;Wangen (SZ);70
SZ;Altendorf;SZ;Schwyz;8
SZ;Altendorf;SZ;Andere Gemeinden;10
SZ;Altendorf;GL;Glarus Nord;38
SZ;Altendorf;GL;Glarus Süd;7
SZ;Altendorf;GL;Glarus;30
SZ;Altendorf;ZG;Baar;25
SZ;Altendorf;ZG;Cham;5
SZ;Altendorf;ZG;Steinhausen;10
SZ;Altendorf;ZG;Zug;39
SZ;Altendorf;ZG;Andere Gemeinden;13
SZ;Altendorf;BL;Andere Gemeinden;8
SZ;Altendorf;AI;Andere Gemeinden;6
SZ;Altendorf;SG;St. Gallen;6
SZ;Altendorf;SG;Benken (SG);5
SZ;Altendorf;SG;Kaltbrunn;6
SZ;Altendorf;SG;Schänis;5
SZ;Altendorf;SG;Schmerikon;19
SZ;Altendorf;SG;Uznach;13
SZ;Altendorf;SG;Rapperswil-Jona;141
SZ;Altendorf;SG;Eschenbach (SG);9
SZ;Altendorf;SG;Andere Gemeinden;28
SZ;Altendorf;GR;Chur;7
SZ;Altendorf;GR;Andere Gemeinden;5
SZ;Altendorf;AG;Baden;11
SZ;Altendorf;AG;Spreitenbach;5
SZ;Altendorf;AG;Andere Gemeinden;15
SZ;Altendorf;TG;Andere Gemeinden;5
SZ;Altendorf;ZZ;Andere Gemeinden;15
SZ;Galgenen;ZH;Kloten;12
SZ;Galgenen;ZH;Wallisellen;10
SZ;Galgenen;ZH;Regensdorf;7
SZ;Galgenen;ZH;Bubikon;11
SZ;Galgenen;ZH;Hinwil;9
SZ;Galgenen;ZH;Rüti (ZH);9
SZ;Galgenen;ZH;Wald (ZH);9
SZ;Galgenen;ZH;Wetzikon (ZH);18
SZ;Galgenen;ZH;Adliswil;19
SZ;Galgenen;ZH;Horgen;51
SZ;Galgenen;ZH;Kilchberg (ZH);5
SZ;Galgenen;ZH;Richterswil;49
SZ;Galgenen;ZH;Rüschlikon;13
SZ;Galgenen;ZH;Thalwil;15
SZ;Galgenen;ZH;Wädenswil;64
SZ;Galgenen;ZH;Männedorf;11
SZ;Galgenen;ZH;Stäfa;14
SZ;Galgenen;ZH;Uetikon am See;5
SZ;Galgenen;ZH;Dübendorf;5
SZ;Galgenen;ZH;Winterthur;5
SZ;Galgenen;ZH;Dietikon;5
SZ;Galgenen;ZH;Schlieren;5
SZ;Galgenen;ZH;Zürich;331
SZ;Galgenen;ZH;Andere Gemeinden;62
SZ;Galgenen;BE;Bern;9
SZ;Galgenen;BE;Andere Gemeinden;9
SZ;Galgenen;LU;Luzern;9
SZ;Galgenen;LU;Andere Gemeinden;6
SZ;Galgenen;SZ;Einsiedeln;22
SZ;Galgenen;SZ;Feusisberg;46
SZ;Galgenen;SZ;Freienbach;328
SZ;Galgenen;SZ;Wollerau;64
SZ;Galgenen;SZ;Altendorf;125
SZ;Galgenen;SZ;Galgenen;390
SZ;Galgenen;SZ;Lachen;290
SZ;Galgenen;SZ;Reichenburg;25
SZ;Galgenen;SZ;Schübelbach;172
SZ;Galgenen;SZ;Tuggen;28
SZ;Galgenen;SZ;Vorderthal;8
SZ;Galgenen;SZ;Wangen (SZ);81
SZ;Galgenen;SZ;Schwyz;15
SZ;Galgenen;SZ;Andere Gemeinden;6
SZ;Galgenen;GL;Glarus Nord;42
SZ;Galgenen;GL;Glarus;18
SZ;Galgenen;ZG;Baar;17
SZ;Galgenen;ZG;Steinhausen;6
SZ;Galgenen;ZG;Zug;25
SZ;Galgenen;ZG;Andere Gemeinden;14
SZ;Galgenen;BL;Andere Gemeinden;10
SZ;Galgenen;SG;Benken (SG);10
SZ;Galgenen;SG;Kaltbrunn;7
SZ;Galgenen;SG;Schänis;9
SZ;Galgenen;SG;Schmerikon;12
SZ;Galgenen;SG;Uznach;17
SZ;Galgenen;SG;Rapperswil-Jona;120
SZ;Galgenen;SG;Eschenbach (SG);18
SZ;Galgenen;SG;Wattwil;10
SZ;Galgenen;SG;Andere Gemeinden;27
SZ;Galgenen;GR;Andere Gemeinden;9
SZ;Galgenen;AG;Andere Gemeinden;16
SZ;Galgenen;TG;Andere Gemeinden;6
SZ;Galgenen;ZZ;Andere Gemeinden;12
SZ;Innerthal;ZH;Andere Gemeinden;7
SZ;Innerthal;SZ;Freienbach;12
SZ;Innerthal;SZ;Innerthal;21
SZ;Innerthal;SZ;Lachen;6
SZ;Innerthal;SZ;Schübelbach;5
SZ;Innerthal;SZ;Tuggen;5
SZ;Innerthal;SZ;Wangen (SZ);12
SZ;Innerthal;SZ;Andere Gemeinden;15
SZ;Innerthal;SG;Andere Gemeinden;8
SZ;Innerthal;ZZ;Andere Gemeinden;6
SZ;Lachen;ZH;Kloten;15
SZ;Lachen;ZH;Opfikon;11
SZ;Lachen;ZH;Wallisellen;13
SZ;Lachen;ZH;Bubikon;16
SZ;Lachen;ZH;Hinwil;13
SZ;Lachen;ZH;Rüti (ZH);15
SZ;Lachen;ZH;Wald (ZH);10
SZ;Lachen;ZH;Wetzikon (ZH);16
SZ;Lachen;ZH;Adliswil;38
SZ;Lachen;ZH;Horgen;76
SZ;Lachen;ZH;Kilchberg (ZH);10
SZ;Lachen;ZH;Richterswil;50
SZ;Lachen;ZH;Rüschlikon;13
SZ;Lachen;ZH;Thalwil;22
SZ;Lachen;ZH;Wädenswil;91
SZ;Lachen;ZH;Hombrechtikon;8
SZ;Lachen;ZH;Küsnacht (ZH);7
SZ;Lachen;ZH;Männedorf;10
SZ;Lachen;ZH;Meilen;6
SZ;Lachen;ZH;Stäfa;23
SZ;Lachen;ZH;Zollikon;5
SZ;Lachen;ZH;Pfäffikon;6
SZ;Lachen;ZH;Dübendorf;20
SZ;Lachen;ZH;Uster;9
SZ;Lachen;ZH;Volketswil;8
SZ;Lachen;ZH;Dietikon;14
SZ;Lachen;ZH;Schlieren;14
SZ;Lachen;ZH;Urdorf;7
SZ;Lachen;ZH;Zürich;678
SZ;Lachen;ZH;Andere Gemeinden;77
SZ;Lachen;BE;Bern;11
SZ;Lachen;BE;Andere Gemeinden;11
SZ;Lachen;LU;Luzern;13
SZ;Lachen;LU;Andere Gemeinden;9
SZ;Lachen;SZ;Einsiedeln;25
SZ;Lachen;SZ;Feusisberg;76
SZ;Lachen;SZ;Freienbach;538
SZ;Lachen;SZ;Wollerau;57
SZ;Lachen;SZ;Altendorf;222
SZ;Lachen;SZ;Galgenen;48
SZ;Lachen;SZ;Lachen;1225
SZ;Lachen;SZ;Reichenburg;32
SZ;Lachen;SZ;Schübelbach;89
SZ;Lachen;SZ;Tuggen;31
SZ;Lachen;SZ;Wangen (SZ);84
SZ;Lachen;SZ;Arth;7
SZ;Lachen;SZ;Schwyz;13
SZ;Lachen;SZ;Andere Gemeinden;9
SZ;Lachen;GL;Glarus Nord;72
SZ;Lachen;GL;Glarus Süd;6
SZ;Lachen;GL;Glarus;21
SZ;Lachen;ZG;Baar;32
SZ;Lachen;ZG;Risch;6
SZ;Lachen;ZG;Steinhausen;9
SZ;Lachen;ZG;Zug;44
SZ;Lachen;ZG;Andere Gemeinden;12
SZ;Lachen;SO;Andere Gemeinden;7
SZ;Lachen;BS;Basel;6
SZ;Lachen;BL;Andere Gemeinden;8
SZ;Lachen;SG;St. Gallen;12
SZ;Lachen;SG;Balgach;5
SZ;Lachen;SG;Sargans;8
SZ;Lachen;SG;Benken (SG);12
SZ;Lachen;SG;Kaltbrunn;7
SZ;Lachen;SG;Schmerikon;21
SZ;Lachen;SG;Uznach;27
SZ;Lachen;SG;Rapperswil-Jona;186
SZ;Lachen;SG;Gommiswald;7
SZ;Lachen;SG;Eschenbach (SG);24
SZ;Lachen;SG;Wattwil;9
SZ;Lachen;SG;Andere Gemeinden;32
SZ;Lachen;GR;St. Moritz;5
SZ;Lachen;GR;Chur;6
SZ;Lachen;AG;Baden;7
SZ;Lachen;AG;Andere Gemeinden;24
SZ;Lachen;ZZ;Andere Gemeinden;16
SZ;Reichenburg;ZH;Bubikon;5
SZ;Reichenburg;ZH;Hinwil;8
SZ;Reichenburg;ZH;Rüti (ZH);7
SZ;Reichenburg;ZH;Wetzikon (ZH);8
SZ;Reichenburg;ZH;Adliswil;14
SZ;Reichenburg;ZH;Horgen;25
SZ;Reichenburg;ZH;Richterswil;19
SZ;Reichenburg;ZH;Rüschlikon;6
SZ;Reichenburg;ZH;Thalwil;5
SZ;Reichenburg;ZH;Wädenswil;26
SZ;Reichenburg;ZH;Küsnacht (ZH);5
SZ;Reichenburg;ZH;Männedorf;5
SZ;Reichenburg;ZH;Stäfa;14
SZ;Reichenburg;ZH;Pfäffikon;8
SZ;Reichenburg;ZH;Uster;6
SZ;Reichenburg;ZH;Volketswil;7
SZ;Reichenburg;ZH;Schlieren;9
SZ;Reichenburg;ZH;Urdorf;6
SZ;Reichenburg;ZH;Zürich;173
SZ;Reichenburg;ZH;Andere Gemeinden;63
SZ;Reichenburg;BE;Andere Gemeinden;6
SZ;Reichenburg;LU;Triengen;5
SZ;Reichenburg;SZ;Einsiedeln;9
SZ;Reichenburg;SZ;Feusisberg;44
SZ;Reichenburg;SZ;Freienbach;162
SZ;Reichenburg;SZ;Wollerau;25
SZ;Reichenburg;SZ;Altendorf;71
SZ;Reichenburg;SZ;Galgenen;21
SZ;Reichenburg;SZ;Lachen;119
SZ;Reichenburg;SZ;Reichenburg;364
SZ;Reichenburg;SZ;Schübelbach;91
SZ;Reichenburg;SZ;Tuggen;30
SZ;Reichenburg;SZ;Wangen (SZ);47
SZ;Reichenburg;SZ;Andere Gemeinden;15
SZ;Reichenburg;GL;Glarus Nord;86
SZ;Reichenburg;GL;Glarus Süd;15
SZ;Reichenburg;GL;Glarus;41
SZ;Reichenburg;ZG;Baar;8
SZ;Reichenburg;ZG;Steinhausen;6
SZ;Reichenburg;ZG;Zug;12
SZ;Reichenburg;SG;St. Gallen;13
SZ;Reichenburg;SG;Flums;5
SZ;Reichenburg;SG;Mels;5
SZ;Reichenburg;SG;Benken (SG);31
SZ;Reichenburg;SG;Kaltbrunn;15
SZ;Reichenburg;SG;Schänis;21
SZ;Reichenburg;SG;Weesen;5
SZ;Reichenburg;SG;Schmerikon;17
SZ;Reichenburg;SG;Uznach;45
SZ;Reichenburg;SG;Rapperswil-Jona;103
SZ;Reichenburg;SG;Eschenbach (SG);19
SZ;Reichenburg;SG;Wil (SG);5
SZ;Reichenburg;SG;Andere Gemeinden;24
SZ;Reichenburg;GR;Landquart;5
SZ;Reichenburg;GR;Andere Gemeinden;8
SZ;Reichenburg;AG;Andere Gemeinden;6
SZ;Reichenburg;TG;Andere Gemeinden;6
SZ;Reichenburg;ZZ;Andere Gemeinden;12
SZ;Schübelbach;ZH;Kloten;14
SZ;Schübelbach;ZH;Opfikon;5
SZ;Schübelbach;ZH;Wallisellen;8
SZ;Schübelbach;ZH;Bubikon;12
SZ;Schübelbach;ZH;Dürnten;9
SZ;Schübelbach;ZH;Hinwil;20
SZ;Schübelbach;ZH;Rüti (ZH);17
SZ;Schübelbach;ZH;Wald (ZH);13
SZ;Schübelbach;ZH;Wetzikon (ZH);27
SZ;Schübelbach;ZH;Adliswil;33
SZ;Schübelbach;ZH;Horgen;80
SZ;Schübelbach;ZH;Richterswil;53
SZ;Schübelbach;ZH;Rüschlikon;13
SZ;Schübelbach;ZH;Thalwil;18
SZ;Schübelbach;ZH;Wädenswil;104
SZ;Schübelbach;ZH;Hombrechtikon;11
SZ;Schübelbach;ZH;Männedorf;18
SZ;Schübelbach;ZH;Meilen;21
SZ;Schübelbach;ZH;Stäfa;24
SZ;Schübelbach;ZH;Fehraltorf;5
SZ;Schübelbach;ZH;Illnau-Effretikon;5
SZ;Schübelbach;ZH;Pfäffikon;8
SZ;Schübelbach;ZH;Dübendorf;16
SZ;Schübelbach;ZH;Mönchaltorf;5
SZ;Schübelbach;ZH;Schwerzenbach;7
SZ;Schübelbach;ZH;Uster;18
SZ;Schübelbach;ZH;Volketswil;9
SZ;Schübelbach;ZH;Winterthur;8
SZ;Schübelbach;ZH;Dietikon;10
SZ;Schübelbach;ZH;Schlieren;17
SZ;Schübelbach;ZH;Zürich;469
SZ;Schübelbach;ZH;Andere Gemeinden;91
SZ;Schübelbach;BE;Bern;7
SZ;Schübelbach;BE;Andere Gemeinden;11
SZ;Schübelbach;LU;Gisikon;5
SZ;Schübelbach;LU;Luzern;6
SZ;Schübelbach;LU;Andere Gemeinden;14
SZ;Schübelbach;SZ;Einsiedeln;43
SZ;Schübelbach;SZ;Feusisberg;67
SZ;Schübelbach;SZ;Freienbach;538
SZ;Schübelbach;SZ;Wollerau;68
SZ;Schübelbach;SZ;Altendorf;205
SZ;Schübelbach;SZ;Galgenen;132
SZ;Schübelbach;SZ;Lachen;374
SZ;Schübelbach;SZ;Reichenburg;82
SZ;Schübelbach;SZ;Schübelbach;1053
SZ;Schübelbach;SZ;Tuggen;110
SZ;Schübelbach;SZ;Vorderthal;16
SZ;Schübelbach;SZ;Wangen (SZ);135
SZ;Schübelbach;SZ;Rothenthurm;5
SZ;Schübelbach;SZ;Schwyz;7
SZ;Schübelbach;SZ;Andere Gemeinden;9
SZ;Schübelbach;GL;Glarus Nord;99
SZ;Schübelbach;GL;Glarus Süd;12
SZ;Schübelbach;GL;Glarus;57
SZ;Schübelbach;ZG;Baar;24
SZ;Schübelbach;ZG;Risch;6
SZ;Schübelbach;ZG;Steinhausen;10
SZ;Schübelbach;ZG;Zug;32
SZ;Schübelbach;ZG;Andere Gemeinden;13
SZ;Schübelbach;SO;Andere Gemeinden;5
SZ;Schübelbach;SG;St. Gallen;37
SZ;Schübelbach;SG;Bad Ragaz;9
SZ;Schübelbach;SG;Quarten;5
SZ;Schübelbach;SG;Benken (SG);45
SZ;Schübelbach;SG;Kaltbrunn;23
SZ;Schübelbach;SG;Schänis;23
SZ;Schübelbach;SG;Weesen;5
SZ;Schübelbach;SG;Schmerikon;41
SZ;Schübelbach;SG;Uznach;71
SZ;Schübelbach;SG;Rapperswil-Jona;213
SZ;Schübelbach;SG;Gommiswald;13
SZ;Schübelbach;SG;Eschenbach (SG);45
SZ;Schübelbach;SG;Wattwil;6
SZ;Schübelbach;SG;Wil (SG);7
SZ;Schübelbach;SG;Andere Gemeinden;23
SZ;Schübelbach;GR;Chur;9
SZ;Schübelbach;GR;Andere Gemeinden;8
SZ;Schübelbach;AG;Andere Gemeinden;27
SZ;Schübelbach;TG;Andere Gemeinden;8
SZ;Schübelbach;ZZ;Andere Gemeinden;14
SZ;Tuggen;ZH;Kloten;5
SZ;Tuggen;ZH;Wallisellen;11
SZ;Tuggen;ZH;Bubikon;10
SZ;Tuggen;ZH;Gossau (ZH);5
SZ;Tuggen;ZH;Hinwil;13
SZ;Tuggen;ZH;Rüti (ZH);13
SZ;Tuggen;ZH;Wald (ZH);7
SZ;Tuggen;ZH;Wetzikon (ZH);11
SZ;Tuggen;ZH;Adliswil;6
SZ;Tuggen;ZH;Horgen;18
SZ;Tuggen;ZH;Richterswil;16
SZ;Tuggen;ZH;Thalwil;6
SZ;Tuggen;ZH;Wädenswil;22
SZ;Tuggen;ZH;Hombrechtikon;5
SZ;Tuggen;ZH;Männedorf;20
SZ;Tuggen;ZH;Meilen;7
SZ;Tuggen;ZH;Oetwil am See;5
SZ;Tuggen;ZH;Stäfa;7
SZ;Tuggen;ZH;Uster;7
SZ;Tuggen;ZH;Volketswil;5
SZ;Tuggen;ZH;Winterthur;5
SZ;Tuggen;ZH;Zürich;152
SZ;Tuggen;ZH;Andere Gemeinden;58
SZ;Tuggen;BE;Andere Gemeinden;6
SZ;Tuggen;SZ;Einsiedeln;9
SZ;Tuggen;SZ;Feusisberg;23
SZ;Tuggen;SZ;Freienbach;118
SZ;Tuggen;SZ;Wollerau;16
SZ;Tuggen;SZ;Altendorf;39
SZ;Tuggen;SZ;Galgenen;27
SZ;Tuggen;SZ;Lachen;113
SZ;Tuggen;SZ;Reichenburg;25
SZ;Tuggen;SZ;Schübelbach;123
SZ;Tuggen;SZ;Tuggen;366
SZ;Tuggen;SZ;Wangen (SZ);41
SZ;Tuggen;SZ;Andere Gemeinden;5
SZ;Tuggen;GL;Glarus Nord;39
SZ;Tuggen;GL;Glarus;26
SZ;Tuggen;ZG;Baar;9
SZ;Tuggen;ZG;Zug;5
SZ;Tuggen;ZG;Andere Gemeinden;6
SZ;Tuggen;SG;St. Gallen;23
SZ;Tuggen;SG;Bad Ragaz;5
SZ;Tuggen;SG;Benken (SG);17
SZ;Tuggen;SG;Kaltbrunn;24
SZ;Tuggen;SG;Schänis;16
SZ;Tuggen;SG;Schmerikon;57
SZ;Tuggen;SG;Uznach;73
SZ;Tuggen;SG;Rapperswil-Jona;110
SZ;Tuggen;SG;Gommiswald;8
SZ;Tuggen;SG;Eschenbach (SG);28
SZ;Tuggen;SG;Andere Gemeinden;36
SZ;Tuggen;GR;Andere Gemeinden;6
SZ;Tuggen;AG;Andere Gemeinden;10
SZ;Tuggen;TG;Andere Gemeinden;5
SZ;Tuggen;ZZ;Andere Gemeinden;11
SZ;Vorderthal;ZH;Hinwil;7
SZ;Vorderthal;ZH;Horgen;8
SZ;Vorderthal;ZH;Richterswil;7
SZ;Vorderthal;ZH;Zürich;31
SZ;Vorderthal;ZH;Andere Gemeinden;44
SZ;Vorderthal;SZ;Einsiedeln;21
SZ;Vorderthal;SZ;Feusisberg;10
SZ;Vorderthal;SZ;Freienbach;58
SZ;Vorderthal;SZ;Wollerau;6
SZ;Vorderthal;SZ;Altendorf;16
SZ;Vorderthal;SZ;Galgenen;18
SZ;Vorderthal;SZ;Innerthal;7
SZ;Vorderthal;SZ;Lachen;35
SZ;Vorderthal;SZ;Reichenburg;9
SZ;Vorderthal;SZ;Schübelbach;45
SZ;Vorderthal;SZ;Tuggen;11
SZ;Vorderthal;SZ;Vorderthal;114
SZ;Vorderthal;SZ;Wangen (SZ);39
SZ;Vorderthal;GL;Glarus Nord;9
SZ;Vorderthal;GL;Glarus Süd;5
SZ;Vorderthal;ZG;Andere Gemeinden;9
SZ;Vorderthal;SG;Rapperswil-Jona;9
SZ;Vorderthal;SG;Andere Gemeinden;22
SZ;Vorderthal;ZZ;Andere Gemeinden;14
SZ;Wangen (SZ);ZH;Kloten;8
SZ;Wangen (SZ);ZH;Opfikon;6
SZ;Wangen (SZ);ZH;Wallisellen;13
SZ;Wangen (SZ);ZH;Regensdorf;5
SZ;Wangen (SZ);ZH;Bubikon;8
SZ;Wangen (SZ);ZH;Hinwil;12
SZ;Wangen (SZ);ZH;Rüti (ZH);8
SZ;Wangen (SZ);ZH;Wetzikon (ZH);8
SZ;Wangen (SZ);ZH;Adliswil;8
SZ;Wangen (SZ);ZH;Horgen;42
SZ;Wangen (SZ);ZH;Richterswil;34
SZ;Wangen (SZ);ZH;Rüschlikon;10
SZ;Wangen (SZ);ZH;Thalwil;15
SZ;Wangen (SZ);ZH;Wädenswil;48
SZ;Wangen (SZ);ZH;Hombrechtikon;8
SZ;Wangen (SZ);ZH;Meilen;11
SZ;Wangen (SZ);ZH;Oetwil am See;6
SZ;Wangen (SZ);ZH;Stäfa;16
SZ;Wangen (SZ);ZH;Dübendorf;9
SZ;Wangen (SZ);ZH;Uster;8
SZ;Wangen (SZ);ZH;Volketswil;5
SZ;Wangen (SZ);ZH;Schlieren;5
SZ;Wangen (SZ);ZH;Zürich;273
SZ;Wangen (SZ);ZH;Andere Gemeinden;64
SZ;Wangen (SZ);BE;Bern;8
SZ;Wangen (SZ);LU;Luzern;5
SZ;Wangen (SZ);LU;Andere Gemeinden;5
SZ;Wangen (SZ);SZ;Einsiedeln;16
SZ;Wangen (SZ);SZ;Feusisberg;28
SZ;Wangen (SZ);SZ;Freienbach;243
SZ;Wangen (SZ);SZ;Wollerau;60
SZ;Wangen (SZ);SZ;Altendorf;115
SZ;Wangen (SZ);SZ;Galgenen;63
SZ;Wangen (SZ);SZ;Lachen;325
SZ;Wangen (SZ);SZ;Reichenburg;35
SZ;Wangen (SZ);SZ;Schübelbach;155
SZ;Wangen (SZ);SZ;Tuggen;55
SZ;Wangen (SZ);SZ;Wangen (SZ);498
SZ;Wangen (SZ);SZ;Rothenthurm;5
SZ;Wangen (SZ);SZ;Schwyz;9
SZ;Wangen (SZ);SZ;Andere Gemeinden;13
SZ;Wangen (SZ);GL;Glarus Nord;30
SZ;Wangen (SZ);GL;Glarus Süd;7
SZ;Wangen (SZ);GL;Glarus;20
SZ;Wangen (SZ);ZG;Baar;13
SZ;Wangen (SZ);ZG;Zug;20
SZ;Wangen (SZ);ZG;Andere Gemeinden;14
SZ;Wangen (SZ);SG;St. Gallen;18
SZ;Wangen (SZ);SG;Kaltbrunn;11
SZ;Wangen (SZ);SG;Schmerikon;12
SZ;Wangen (SZ);SG;Uznach;36
SZ;Wangen (SZ);SG;Rapperswil-Jona;112
SZ;Wangen (SZ);SG;Eschenbach (SG);18
SZ;Wangen (SZ);SG;Andere Gemeinden;33
SZ;Wangen (SZ);GR;Andere Gemeinden;8
SZ;Wangen (SZ);AG;Andere Gemeinden;18
SZ;Wangen (SZ);TG;Andere Gemeinden;5
SZ;Wangen (SZ);ZZ;Andere Gemeinden;16
SZ;Alpthal;ZH;Horgen;9
SZ;Alpthal;ZH;Richterswil;9
SZ;Alpthal;ZH;Rüschlikon;6
SZ;Alpthal;ZH;Wädenswil;13
SZ;Alpthal;ZH;Zürich;18
SZ;Alpthal;ZH;Andere Gemeinden;22
SZ;Alpthal;SZ;Einsiedeln;104
SZ;Alpthal;SZ;Feusisberg;10
SZ;Alpthal;SZ;Freienbach;12
SZ;Alpthal;SZ;Lachen;6
SZ;Alpthal;SZ;Alpthal;69
SZ;Alpthal;SZ;Schwyz;16
SZ;Alpthal;SZ;Andere Gemeinden;16
SZ;Alpthal;ZG;Zug;6
SZ;Alpthal;ZG;Andere Gemeinden;13
SZ;Alpthal;SG;Andere Gemeinden;7
SZ;Alpthal;ZZ;Andere Gemeinden;6
SZ;Arth;ZH;Affoltern am Albis;22
SZ;Arth;ZH;Kloten;12
SZ;Arth;ZH;Wallisellen;7
SZ;Arth;ZH;Rümlang;5
SZ;Arth;ZH;Adliswil;13
SZ;Arth;ZH;Horgen;14
SZ;Arth;ZH;Richterswil;19
SZ;Arth;ZH;Rüschlikon;6
SZ;Arth;ZH;Thalwil;7
SZ;Arth;ZH;Wädenswil;5
SZ;Arth;ZH;Wangen-Brüttisellen;6
SZ;Arth;ZH;Dietikon;5
SZ;Arth;ZH;Schlieren;13
SZ;Arth;ZH;Zürich;265
SZ;Arth;ZH;Andere Gemeinden;67
SZ;Arth;BE;Bern;5
SZ;Arth;BE;Andere Gemeinden;11
SZ;Arth;LU;Emmen;66
SZ;Arth;LU;Rothenburg;10
SZ;Arth;LU;Adligenswil;5
SZ;Arth;LU;Buchrain;12
SZ;Arth;LU;Dierikon;5
SZ;Arth;LU;Ebikon;28
SZ;Arth;LU;Horw;8
SZ;Arth;LU;Kriens;37
SZ;Arth;LU;Luzern;243
SZ;Arth;LU;Malters;5
SZ;Arth;LU;Meggen;12
SZ;Arth;LU;Meierskappel;25
SZ;Arth;LU;Root;27
SZ;Arth;LU;Weggis;37
SZ;Arth;LU;Sursee;9
SZ;Arth;LU;Andere Gemeinden;44
SZ;Arth;UR;Altdorf (UR);28
SZ;Arth;UR;Bürglen (UR);6
SZ;Arth;UR;Erstfeld;7
SZ;Arth;UR;Schattdorf;7
SZ;Arth;UR;Andere Gemeinden;14
SZ;Arth;SZ;Einsiedeln;37
SZ;Arth;SZ;Gersau;14
SZ;Arth;SZ;Feusisberg;7
SZ;Arth;SZ;Freienbach;11
SZ;Arth;SZ;Wollerau;9
SZ;Arth;SZ;Küssnacht (SZ);406
SZ;Arth;SZ;Lachen;7
SZ;Arth;SZ;Arth;1845
SZ;Arth;SZ;Ingenbohl;123
SZ;Arth;SZ;Lauerz;14
SZ;Arth;SZ;Morschach;29
SZ;Arth;SZ;Muotathal;13
SZ;Arth;SZ;Rothenthurm;37
SZ;Arth;SZ;Sattel;9
SZ;Arth;SZ;Schwyz;537
SZ;Arth;SZ;Steinen;105
SZ;Arth;SZ;Steinerberg;36
SZ;Arth;SZ;Andere Gemeinden;9
SZ;Arth;OW;Sarnen;5
SZ;Arth;OW;Andere Gemeinden;7
